"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"11",2,1,3,1,3,3,1,2,2,3,1,2,3,3,3,1,3,2,3,1,2,1,3,1,1,3,1,1,3,2,2,3,2,1,3,2,3,2,2,2,3,3,3,2,2,2,1,1,3,2,1,1,3,1,1,3,3,3,2,3,1,2,2,2,3,1,1,2,3,1,3,3,2,2,3,3,2,1,1,1,1,2,1,3,1,3,3,1,3,3,2,2,3,3,1,3,1,2,3,2
"12",2,2,2,2,3,2,1,1,2,1,3,3,2,2,1,1,3,1,3,3,3,1,1,2,3,1,1,2,3,3,1,1,2,1,2,1,1,3,1,3,1,2,2,2,1,2,1,3,1,2,3,3,1,2,2,3,2,3,3,2,2,2,1,1,1,1,2,1,3,2,2,1,2,3,1,3,1,3,3,3,1,3,3,3,2,3,2,1,2,2,3,2,2,3,1,3,2,1,2,1
"13",1,2,1,2,1,2,1,1,3,1,2,2,2,1,3,1,3,1,3,2,1,2,3,2,3,3,1,1,2,2,1,3,2,2,3,1,1,2,1,3,1,2,2,3,1,3,2,1,2,3,1,3,3,3,3,2,3,2,1,3,1,2,3,2,3,3,2,3,1,2,1,2,1,3,2,2,1,1,1,2,3,2,1,3,3,2,3,2,1,2,1,3,2,3,1,3,2,2,3,2
"14",1,3,3,3,1,3,1,2,3,2,2,2,1,3,1,3,1,2,2,2,3,2,1,1,1,2,2,3,3,1,1,1,2,2,2,2,3,2,3,3,2,2,2,3,1,1,3,3,2,1,2,1,3,3,1,2,2,3,1,3,1,3,1,1,2,1,1,1,1,3,3,1,3,1,3,2,2,3,1,2,2,1,3,1,3,1,2,1,3,1,1,3,2,1,2,3,1,3,2,2
"15",2,3,1,2,1,2,3,3,3,2,1,2,1,1,2,1,2,2,3,3,2,1,1,3,1,2,3,1,1,2,2,1,2,3,3,1,3,1,1,1,1,3,2,3,3,2,3,3,2,3,1,2,2,2,3,2,3,2,3,1,3,3,3,2,2,1,1,1,3,2,3,3,3,3,2,1,3,1,3,1,2,1,2,1,3,3,3,3,1,2,3,1,3,1,3,1,2,2,3,2
"16",1,1,2,3,3,1,1,1,3,1,2,2,2,2,2,2,2,3,1,2,2,2,2,1,1,1,1,2,1,3,1,2,2,1,1,3,1,2,2,3,2,1,2,2,1,3,2,1,1,2,1,2,2,1,1,1,2,1,2,3,3,1,3,3,2,3,3,1,3,1,3,2,2,3,1,1,2,1,1,1,3,2,1,1,1,2,1,1,3,1,1,1,1,2,1,2,2,2,2,2
"17",1,1,2,3,3,2,2,3,3,3,1,1,1,1,3,1,3,1,2,3,3,2,3,2,2,1,2,3,3,1,3,1,1,3,2,2,3,1,2,1,2,1,2,2,1,1,3,2,1,1,1,2,2,1,3,3,1,3,2,1,2,2,2,3,1,3,3,1,3,1,3,1,2,2,2,3,2,1,1,1,1,3,3,2,3,3,3,3,3,1,3,3,2,2,1,2,2,1,2,1
"18",2,3,2,1,3,3,1,1,2,2,3,2,1,2,2,3,1,2,2,2,1,2,2,2,2,1,2,3,2,1,3,3,2,2,1,2,1,3,3,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,3,3,3,1,2,3,3,3,2,1,2,1,2,1,1,3,3,2,3,1,3,3,1,1,2,3,1,3,2,2,1,3,1,1,2,2,1,2,3,1,3,1,3,2
"19",3,3,2,1,1,1,1,1,1,3,1,2,3,2,2,1,1,1,3,1,3,3,1,2,3,2,1,3,3,3,3,3,3,3,2,1,2,1,3,3,1,1,2,2,3,1,1,3,2,2,2,2,1,3,1,3,1,1,1,1,2,2,3,3,3,1,1,2,2,3,2,1,3,3,1,1,1,3,1,1,3,1,1,3,2,1,3,3,2,3,2,3,1,3,3,3,1,3,2,2
"20",1,2,2,2,1,1,2,2,2,1,3,2,2,3,1,1,2,1,2,2,2,1,2,1,2,3,2,1,1,1,1,3,1,1,1,3,2,1,2,3,1,2,1,1,1,2,3,3,3,2,3,3,3,1,3,2,1,3,2,3,1,3,2,1,3,2,1,1,1,1,1,1,3,3,2,3,1,2,2,1,1,1,3,1,2,2,1,2,3,3,1,2,3,1,1,3,1,1,2,1
"21",3,1,2,2,1,1,2,3,3,3,1,3,1,3,3,1,3,3,1,2,3,2,3,3,1,1,1,2,3,1,1,3,2,3,3,3,3,1,3,2,2,3,1,3,1,2,1,3,2,1,2,3,2,1,1,3,2,3,1,2,2,1,3,3,3,1,1,1,3,2,3,3,3,1,1,3,1,3,3,1,2,2,3,2,3,1,3,3,2,3,2,3,2,3,1,2,1,2,3,2
"22",3,2,3,2,1,3,2,2,1,1,2,3,2,3,2,2,3,2,1,2,1,3,1,3,1,2,2,2,2,3,3,3,1,1,2,2,2,1,2,2,3,2,2,3,1,1,2,2,1,2,1,1,3,1,1,3,3,3,3,2,3,2,3,1,3,2,3,2,1,1,3,3,2,1,3,2,1,1,2,2,2,1,2,1,2,2,1,3,3,3,3,2,1,1,3,3,1,3,2,2
"23",1,1,1,1,2,2,3,2,2,1,3,3,2,1,1,2,3,3,3,1,1,1,3,2,3,2,3,2,2,2,2,2,3,3,2,1,2,2,3,2,1,2,1,3,2,2,1,1,3,2,2,3,3,3,1,1,3,2,2,1,1,1,3,2,3,1,2,2,2,1,1,2,1,3,3,1,3,1,2,1,3,1,1,2,1,1,3,3,1,1,3,1,1,1,1,1,1,2,1,3
"24",2,2,1,3,1,2,3,3,1,2,3,1,2,3,2,1,3,2,3,3,1,3,3,3,2,3,1,3,2,2,2,1,1,2,1,1,1,2,3,2,3,3,2,3,1,1,3,2,3,2,1,2,2,3,3,3,1,1,1,3,2,2,3,1,1,2,3,2,1,1,3,1,3,3,2,3,3,1,2,1,2,2,3,1,3,3,1,3,1,2,1,1,3,3,1,2,2,1,2,3
"25",3,1,2,3,3,2,3,1,3,1,1,3,3,2,1,3,3,3,1,2,2,2,3,2,1,1,2,1,2,3,3,3,3,2,3,3,1,3,2,3,1,1,3,2,3,3,3,1,2,2,3,2,3,2,2,2,2,2,3,1,1,3,2,3,1,1,3,1,2,2,3,3,2,1,2,2,2,3,3,1,2,3,1,2,1,1,3,3,1,2,2,1,3,3,2,3,2,2,3,2
"26",3,1,3,2,1,3,1,2,1,2,1,2,3,1,1,3,2,2,1,1,1,3,2,1,2,2,3,1,1,1,2,2,2,3,3,2,1,3,2,1,2,3,3,3,2,3,3,1,2,2,3,2,2,3,3,3,1,1,3,3,3,2,3,2,2,1,2,3,1,2,2,3,1,3,3,3,3,3,3,1,2,2,1,2,1,3,3,3,2,3,2,2,1,1,1,3,2,1,2,2
"27",1,3,1,1,3,3,1,1,3,3,3,3,3,2,1,3,3,3,1,3,3,3,2,3,1,3,3,1,1,3,1,3,3,1,3,2,1,2,3,3,1,1,2,3,3,1,3,1,1,1,1,1,1,3,3,1,2,1,2,1,1,3,1,2,1,1,3,1,3,1,3,3,3,3,3,2,3,1,2,3,3,1,2,1,1,1,1,2,1,3,1,3,1,2,2,2,2,3,3,2
"28",1,1,3,2,1,2,2,1,2,3,3,3,1,1,3,1,3,3,2,2,3,3,3,1,1,3,3,2,1,3,2,3,1,1,3,2,3,2,3,3,3,2,2,2,3,2,3,3,2,2,1,3,2,1,1,2,3,1,2,3,2,2,3,1,3,2,2,2,3,2,1,1,2,2,1,2,3,2,3,1,3,1,1,1,3,1,2,3,1,3,1,2,2,2,3,3,3,1,1,1
"29",1,3,2,2,1,1,2,1,1,2,3,3,2,3,2,3,3,3,3,1,1,1,3,2,2,3,2,2,1,2,2,3,3,2,3,3,2,3,2,3,1,3,2,2,2,3,1,2,3,1,2,1,1,2,1,3,3,3,1,3,1,1,2,2,3,2,1,2,1,2,2,2,1,2,1,3,2,1,2,3,1,2,2,1,1,2,2,3,1,3,2,2,1,1,3,1,3,3,3,2
"30",3,2,2,3,1,1,2,1,2,3,2,1,1,1,3,2,3,1,3,1,1,1,2,3,1,1,1,3,2,2,3,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,3,1,2,1,3,3,1,1,2,1,2,1,3,3,1,2,3,2,1,3,3,2,3,3,1,2,2,1,1,1,1,1,2,3,2,2,3,3,1,1,3,2,3,2,2,3,2,3,2,2,2,2,1,3
"31",2,3,3,3,1,1,1,2,2,1,1,2,3,1,1,3,2,3,2,3,1,3,3,2,2,1,3,3,3,1,1,1,1,2,2,2,2,2,2,1,3,1,1,2,2,1,2,2,3,1,2,2,3,1,2,3,1,1,1,1,3,3,1,3,2,3,1,1,3,3,1,3,2,3,3,3,3,3,3,3,2,2,3,1,3,3,1,3,1,1,1,1,2,2,1,3,3,3,3,3
"32",2,2,1,2,2,1,1,3,1,3,2,1,3,2,3,2,1,2,1,3,1,3,2,1,3,3,3,3,3,1,3,1,2,1,2,2,2,3,2,3,3,1,1,2,3,3,3,3,2,3,1,2,3,3,1,1,2,1,3,3,1,2,1,1,3,1,1,2,3,1,2,3,2,1,3,3,2,2,2,3,3,2,1,3,3,3,2,1,3,3,3,1,2,1,3,2,1,3,3,1
"33",1,2,2,1,3,2,1,3,1,1,1,3,1,3,1,2,1,1,2,3,1,3,3,2,3,2,1,1,3,2,1,1,3,2,2,3,1,3,2,3,2,2,2,1,1,2,2,2,1,3,3,3,1,2,1,2,2,1,1,1,1,2,1,1,1,1,3,2,2,1,1,1,2,3,2,1,1,1,2,2,3,2,3,3,2,1,2,2,3,3,3,2,2,1,2,1,3,1,1,1
"34",1,1,1,1,2,3,1,1,3,1,3,1,2,2,3,2,2,3,3,3,3,3,2,1,1,3,1,2,1,2,2,3,2,1,3,3,2,1,2,2,3,3,2,2,1,2,1,3,3,1,1,3,2,1,1,2,1,3,2,1,2,1,2,2,1,3,3,1,3,2,2,1,3,1,1,3,3,2,1,3,2,1,3,3,3,2,2,3,1,3,1,2,1,2,3,3,2,3,3,3
"35",3,3,3,3,3,2,1,2,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,1,2,3,3,3,3,1,1,1,2,3,2,3,3,3,1,2,1,1,1,1,1,1,3,2,3,1,3,1,1,2,3,3,2,2,1,1,2,2,1,3,3,1,3,3,1,2,2,3,3,3,1,1,3,2,2,1,1,1,3,1,2,1,3,1,3,2,2,2,1,3,3,2,2,2,2
"36",3,3,2,3,3,1,3,2,1,2,2,3,1,2,3,1,1,3,1,2,1,3,3,3,3,1,2,1,3,1,2,2,3,3,3,1,2,2,1,3,1,2,3,2,2,2,1,1,3,3,1,1,1,2,3,3,2,2,3,3,3,3,3,3,1,3,1,2,1,1,1,1,2,2,2,1,2,3,3,1,2,2,1,3,1,1,3,1,2,1,3,2,1,3,2,1,1,2,2,1
"37",3,2,1,1,1,3,3,1,1,1,1,3,2,2,1,1,1,1,1,1,3,1,1,2,1,2,3,3,3,3,3,3,1,1,3,2,2,1,3,3,3,1,3,3,2,3,2,3,3,1,2,2,3,1,3,3,1,1,2,2,3,1,2,2,3,1,1,2,2,3,2,1,1,2,2,2,2,3,1,3,1,3,2,1,1,2,1,3,3,2,2,2,1,2,1,1,3,2,3,2
"38",1,2,2,1,3,3,2,1,2,1,1,1,3,1,1,1,3,2,3,1,2,3,1,2,2,3,2,3,3,2,1,2,1,3,3,2,2,2,1,1,1,1,1,1,3,1,1,3,3,3,2,1,3,1,2,3,1,3,1,2,3,3,1,2,2,3,3,2,1,3,2,2,1,2,2,1,3,1,3,3,2,2,3,1,2,3,1,2,2,2,1,1,2,2,3,3,2,1,1,3
"39",3,1,1,3,2,1,3,1,2,2,1,2,1,3,3,2,3,3,1,3,1,2,1,1,1,1,1,3,1,2,2,2,3,3,3,3,3,3,3,2,2,1,1,3,2,2,3,2,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,3,3,2,2,1,2,1,3,3,3,3,3,3,1,2,2,2,2,2,2,1,1,3,2,2,1,2,1,3,2,1,3,3,1,3,3,3
"40",1,3,1,1,3,3,1,3,3,3,3,1,3,3,3,2,2,2,3,2,3,1,2,3,2,2,1,3,3,1,3,3,3,3,2,1,2,2,3,3,3,3,3,2,3,2,1,2,1,2,3,3,2,1,1,1,3,1,2,3,2,3,3,1,2,2,1,3,3,3,1,1,2,2,2,1,3,3,3,1,2,2,1,2,2,2,1,2,1,3,1,2,1,1,3,1,1,1,2,2
"41",1,3,3,3,1,2,1,1,3,2,3,3,3,2,1,1,3,2,3,3,1,2,3,1,1,1,2,2,3,1,2,2,2,2,1,1,1,1,1,3,2,2,1,2,1,3,1,3,3,2,1,1,3,2,2,1,1,2,1,3,2,1,1,3,3,1,3,1,2,3,2,1,1,1,3,1,3,1,1,1,1,1,1,2,1,3,1,1,2,2,2,2,1,1,2,1,3,2,1,2
"42",3,1,2,1,2,1,3,3,2,1,1,1,1,3,1,3,2,1,2,3,3,2,1,2,3,2,2,3,3,2,3,2,2,2,2,1,1,1,2,1,2,3,2,3,3,1,3,1,3,1,3,1,3,2,2,2,1,3,2,1,1,1,3,3,1,1,2,1,1,1,3,2,2,3,2,3,1,2,3,2,2,1,2,2,1,2,1,2,1,3,2,2,1,1,3,2,3,2,3,2
"43",2,3,2,1,1,3,1,2,1,3,2,3,3,2,1,3,2,3,3,1,1,3,1,1,2,1,3,1,2,2,2,1,3,3,2,3,2,2,2,3,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2,2,3,3,3,1,3,1,2,1,3,3,2,1,3,3,2,1,3,1,3,1,3,3,1,2,1,1,2,2,1,3,1,2,3,3,3,3,2,2,1,1,1,3
"44",3,2,2,3,3,1,1,3,3,2,1,1,2,3,1,1,3,3,2,1,2,2,3,3,2,1,2,3,3,2,2,3,2,1,3,3,2,2,1,3,2,2,2,1,3,2,3,2,2,2,1,1,1,2,2,2,3,1,3,3,2,3,1,3,2,1,2,3,3,1,3,2,1,1,3,2,3,2,1,2,2,1,1,3,3,2,1,1,2,2,2,2,2,2,2,2,1,2,3,2
"45",1,2,1,1,2,3,3,1,2,1,3,1,3,1,2,3,2,3,1,1,1,3,1,1,2,2,2,2,2,3,3,1,3,1,2,3,1,1,1,2,1,2,2,3,2,1,2,1,1,1,3,2,2,2,2,2,1,1,2,3,1,1,1,3,1,3,1,2,1,3,1,3,3,3,3,1,3,3,2,1,1,1,2,1,1,2,1,3,1,2,1,3,2,2,3,3,3,1,1,3
"46",2,2,1,1,1,3,2,2,3,1,3,2,1,3,1,3,3,2,2,3,3,3,1,3,1,1,2,1,3,3,2,2,3,3,1,3,1,2,2,3,3,3,3,2,2,2,3,2,3,1,2,3,2,1,2,2,3,1,3,2,3,1,2,1,1,2,1,2,3,3,1,2,3,3,3,3,3,2,1,1,3,2,3,2,3,3,3,1,2,2,3,2,2,1,2,1,2,1,2,2
"47",1,2,1,3,1,3,1,1,2,3,2,2,2,3,3,1,1,2,1,3,3,2,3,3,1,1,1,1,2,2,1,1,2,2,2,3,1,1,3,3,1,2,2,1,1,2,3,1,2,1,2,1,2,2,1,3,3,1,2,3,3,2,2,1,1,1,1,1,2,3,1,2,3,1,1,1,3,1,3,2,1,2,2,2,1,2,1,2,2,3,3,2,2,2,2,1,3,3,3,3
"48",3,3,2,1,1,2,1,3,2,3,1,3,2,3,3,2,2,3,1,3,1,1,3,2,2,3,1,2,2,1,3,1,3,2,1,1,2,1,1,2,1,2,3,3,3,3,2,3,2,1,2,3,3,2,3,2,3,1,1,2,3,1,2,2,1,1,3,2,3,1,1,3,3,3,1,1,3,3,1,2,1,3,1,1,3,1,3,1,3,2,1,1,3,1,3,3,3,2,3,2
"49",1,3,3,2,2,3,3,1,1,2,3,1,2,2,2,1,1,3,3,1,3,3,2,3,3,2,2,3,2,1,3,1,2,2,2,1,2,3,3,3,3,2,3,3,1,1,1,2,3,2,3,2,3,2,1,2,2,2,2,3,1,3,3,3,1,2,3,2,1,2,1,1,1,1,3,2,1,3,1,2,1,1,2,3,1,2,1,1,1,1,1,1,2,3,2,2,2,3,2,2
"50",3,2,3,2,1,1,1,1,1,2,1,2,3,1,2,2,2,3,3,2,2,3,2,3,2,2,2,1,1,1,1,1,3,1,3,1,2,1,3,1,2,3,2,1,1,2,1,3,2,1,1,3,1,3,1,2,3,3,3,1,1,1,3,3,1,2,2,2,1,2,2,2,2,2,2,3,3,3,2,2,3,1,2,1,1,3,1,2,1,2,3,1,1,2,2,2,3,2,1,2
"51",1,3,1,2,1,3,1,3,1,3,2,2,2,3,3,1,3,3,3,1,3,2,1,3,3,2,3,3,1,1,3,2,3,1,3,2,1,1,1,3,2,2,2,1,1,3,2,3,3,1,3,1,1,2,2,1,1,3,2,2,1,1,2,1,1,1,1,1,1,3,3,2,1,1,1,1,2,1,1,3,3,2,2,2,3,1,2,3,3,3,1,1,3,3,1,2,3,2,3,1
"52",1,1,2,3,3,3,2,3,1,1,3,1,1,3,3,2,3,3,1,3,3,3,3,1,3,2,3,3,2,2,1,2,3,1,1,1,1,3,2,3,3,2,3,1,3,1,2,2,1,3,2,2,3,2,1,2,2,2,3,3,3,3,3,1,1,1,1,1,1,2,1,3,3,2,2,2,3,1,3,2,2,2,1,1,3,3,3,3,2,2,2,3,2,2,1,3,1,2,2,3
"53",2,2,1,1,1,3,3,1,2,1,3,3,1,1,2,3,1,1,1,1,2,2,2,3,3,2,3,1,3,1,1,3,2,1,2,2,1,3,1,3,2,3,2,2,1,1,3,3,2,2,1,2,3,3,1,3,1,3,1,1,1,2,3,3,2,2,1,1,3,3,3,3,1,2,3,3,1,3,3,1,3,3,3,3,3,1,1,2,2,2,3,2,1,2,2,1,3,2,2,1
"54",2,2,1,3,2,2,2,3,1,1,1,1,1,1,1,2,1,3,1,2,1,3,1,3,1,3,1,1,2,1,2,3,1,2,1,2,1,3,2,2,1,1,3,3,2,3,1,1,1,2,1,1,2,2,3,1,2,1,3,2,3,3,2,1,2,1,3,2,3,2,2,1,1,3,1,1,3,1,2,1,1,2,1,3,3,1,3,1,2,2,3,2,1,3,1,1,3,2,1,1
"55",2,3,1,3,2,2,2,2,1,1,2,2,3,3,1,1,2,1,3,1,3,3,2,2,2,3,3,2,2,1,3,3,1,3,1,1,1,1,1,2,1,3,2,1,3,2,2,2,2,2,1,1,1,1,2,2,2,3,1,3,3,3,3,2,3,3,1,3,3,2,3,1,3,1,1,2,2,3,2,1,2,3,1,3,1,2,2,2,1,2,1,3,3,1,1,3,2,1,2,3
"56",1,3,1,1,1,3,1,1,3,3,2,2,2,3,1,3,1,2,1,1,3,2,2,1,1,3,2,1,1,1,3,2,2,3,2,1,3,3,3,1,3,1,3,1,2,3,2,3,1,1,1,2,3,3,2,3,2,1,3,1,3,1,3,3,2,1,3,2,3,2,1,1,3,2,3,3,1,3,1,2,1,3,2,2,2,3,1,1,1,3,1,1,2,1,1,2,3,3,3,1
"57",1,1,3,1,3,1,2,1,2,1,3,2,2,1,1,3,3,3,2,1,1,1,3,1,2,2,3,3,3,3,3,2,1,1,3,2,1,1,1,2,3,1,3,2,3,3,1,1,1,2,2,2,2,1,1,1,1,3,3,3,3,2,2,1,2,1,2,3,3,2,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,3,3,1,1,2,1,2,3,1,3,3,2,1,1,2
"58",1,3,3,3,2,1,2,1,2,3,1,1,2,1,3,2,3,3,2,2,2,2,2,1,3,3,1,1,2,1,2,1,3,1,1,3,1,3,1,1,2,3,1,1,1,2,2,1,2,3,2,2,1,1,2,2,1,1,1,3,2,1,2,1,2,3,1,2,2,1,3,2,2,1,2,3,2,1,3,1,2,3,1,3,3,2,1,3,2,2,3,2,2,1,1,1,1,3,2,3
"59",3,3,2,3,2,1,2,3,1,1,3,2,3,3,2,3,3,1,2,1,1,2,2,1,1,1,3,3,3,2,3,1,3,2,3,3,3,2,1,3,2,2,1,1,2,1,1,3,3,2,2,2,1,2,3,3,2,1,3,3,3,3,2,1,2,3,1,2,1,3,1,1,2,3,3,1,3,3,3,3,3,1,2,1,3,3,1,2,1,1,3,3,2,1,1,2,3,1,2,2
"60",1,1,2,1,2,1,3,3,2,2,3,1,3,3,2,2,1,3,2,1,1,2,1,3,3,3,3,1,3,2,1,2,3,1,1,1,3,2,1,3,1,3,3,3,3,1,1,2,2,1,1,3,1,1,2,3,1,3,3,2,3,3,2,1,2,3,2,1,2,1,1,3,1,2,1,3,1,3,1,2,1,2,3,3,3,2,1,3,3,2,3,1,1,2,1,3,1,1,3,3
"61",2,2,1,1,2,3,1,3,3,1,3,2,1,2,3,3,1,2,2,3,3,2,2,2,1,3,2,2,2,1,3,2,1,3,2,3,1,1,1,2,2,1,1,1,1,1,1,1,3,3,1,1,2,2,3,1,1,1,2,1,1,3,1,2,2,1,1,3,1,2,2,1,3,3,3,1,3,3,3,2,2,2,1,3,1,3,3,2,3,2,1,1,2,2,2,2,3,1,2,2
"62",3,3,1,2,2,2,1,3,1,3,3,3,3,1,2,2,1,2,1,3,2,2,1,3,2,2,3,3,1,3,2,3,2,3,3,2,2,1,3,3,1,2,3,3,2,3,2,1,2,2,3,2,1,1,2,3,3,3,2,3,3,3,3,3,1,1,1,3,3,3,2,1,2,1,1,3,3,3,1,2,2,1,1,3,3,3,3,2,2,1,2,2,3,2,2,1,1,2,1,3
"63",2,2,3,1,3,3,2,1,1,3,2,1,2,3,3,2,1,2,1,1,2,1,1,1,3,2,1,3,1,1,2,3,3,2,3,2,1,2,2,3,3,1,2,1,3,1,3,3,1,3,3,3,2,3,1,1,2,2,2,2,2,2,1,1,1,3,2,3,2,2,3,1,1,3,1,1,2,3,1,1,2,2,1,1,3,2,1,3,1,1,1,3,2,2,3,2,2,3,3,2
"64",3,3,3,3,3,2,2,3,1,2,3,3,2,3,3,1,3,3,2,3,1,2,2,3,3,1,2,3,2,1,2,3,2,2,2,3,2,2,1,3,3,3,3,1,1,3,1,3,3,3,1,1,2,3,3,3,1,3,2,1,2,2,1,1,3,1,1,2,1,2,1,1,3,1,1,2,1,3,3,2,3,3,2,3,2,1,3,1,1,3,3,3,3,3,3,1,3,2,2,1
"65",2,2,2,3,2,2,1,1,3,3,3,3,2,1,3,2,1,1,3,1,1,1,2,1,1,2,1,1,3,1,3,2,3,1,3,3,2,3,2,1,1,1,3,3,1,2,1,3,3,2,3,2,3,3,3,1,1,2,2,1,2,3,2,3,2,2,2,3,1,2,2,3,3,2,3,2,2,3,3,2,1,3,1,1,2,2,3,1,1,1,2,2,1,3,3,2,2,3,1,2
